,accession,domain,phylum,class,order,family,genus,species,OGT,selected
2364,RS_GCF_904846155.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,psychrobacter fulvigenes,26.5,False
2365,RS_GCF_905397275.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,cupriavidus yeoncheonensis,27.5,False
2366,GB_GCA_000069185.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,mycobacterium abscessus,35.5,True
2367,GB_GCA_000154325.1,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Ruminiclostridium_E,ruminiclostridium_e siraeum,38.5,True
2368,GB_GCA_000953475.1,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,Methylacidiphilum,methylacidiphilum fumariolicum,55.0,True
2369,GB_GCA_001512765.1,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,DTU053,dtu053 sp001512765,55.0,True
2370,GB_GCA_001586195.1,Bacteria,Firmicutes,Bacilli,Bacillales_A,Planococcaceae,Solibacillus,solibacillus silvestris,27.9165,True
2371,GB_GCA_001622165.1,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,chlorobium luteolum_b,27.5,True
2372,GB_GCA_002155895.1,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,streptomyces rochei,26.0,False
2373,GB_GCA_900129595.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,flavobacterium frigidimaris,19.0,True
2374,RS_GCF_000011905.1,Bacteria,Chloroflexota,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides,dehalococcoides mccartyi,27.5,False
2375,RS_GCF_000013605.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax,rhodoferax ferrireducens,26.0,False
2376,RS_GCF_000016785.1,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,thermotoga petrophila,77.77766666666666,True
2377,RS_GCF_000019665.1,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,Methylacidiphilum,methylacidiphilum infernorum,60.0,True
2378,RS_GCF_000020965.1,Bacteria,Dictyoglomota,Dictyoglomia,Dictyoglomales,Dictyoglomaceae,Dictyoglomus,dictyoglomus thermophilum,75.33333333333333,True
2379,RS_GCF_000022325.1,Bacteria,Firmicutes_A,Thermoanaerobacteria,Caldicellulosiruptorales,Caldicellulosiruptoraceae,Caldicellulosiruptor,caldicellulosiruptor bescii,76.33333333333333,True
2380,RS_GCF_000025345.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Geodermatophilaceae,Geodermatophilus,geodermatophilus obscurus,26.0,False
2381,RS_GCF_000026225.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,escherichia fergusonii,34.0,True
2382,RS_GCF_000147695.2,Bacteria,Firmicutes_A,Thermoanaerobacteria,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,thermoanaerobacter wiegelii,65.33333333333333,True
2383,RS_GCF_000148645.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Ferrimonas,ferrimonas balearica,39.5,True
2384,RS_GCF_000160755.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Proteus,proteus mirabilis,35.7272727272727,True
2385,RS_GCF_000172975.1,Bacteria,Synergistota,Synergistia,Synergistales,Dethiosulfovibrionaceae,Dethiosulfovibrio,dethiosulfovibrio peptidovorans,42.0,True
2386,RS_GCF_000179055.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,prevotella bryantii,32.5,False
2387,RS_GCF_000185365.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_G,enterococcus_g italicus,39.5,True
2388,RS_GCF_000192475.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,ruegeria conchae,27.5,False
2389,RS_GCF_000266945.1,Bacteria,Desulfobacterota,Desulfomonilia,Desulfomonilales,Desulfomonilaceae,Desulfomonile,desulfomonile tiedjei,33.0,True
2390,RS_GCF_000284015.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Geodermatophilaceae,Blastococcus,blastococcus saxobsidens_a,32.0,False
2391,RS_GCF_000297115.1,Bacteria,Firmicutes_A,Clostridia,Clostridiales,Caloramatoraceae,Caloramator,caloramator australicus,60.0,True
2392,RS_GCF_000300995.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,Alcanivorax,alcanivorax hongdengensis,26.5,False
2393,RS_GCF_000313175.2,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,Leptospira,leptospira santarosai,29.0,True
2394,RS_GCF_000315365.1,Bacteria,Firmicutes_B,Desulfotomaculia,Desulfotomaculales,Desulfotomaculaceae,Desulfotomaculum,desulfotomaculum hydrothermale,55.0,True
2395,RS_GCF_000348925.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Cesiribacter,cesiribacter andamanensis,34.0,True
2396,RS_GCF_000368585.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,acinetobacter venetianus,30.75,False
2397,RS_GCF_000368765.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,acinetobacter junii,29.3333333333333,False
2398,RS_GCF_000376805.1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Henriciella,henriciella marina,20.0,True
2399,RS_GCF_000380485.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Jongsikchunia,jongsikchunia kroppenstedtii,27.5,True
2400,RS_GCF_000382305.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Vitreoscilla,vitreoscilla stercoraria,26.0,True
2401,RS_GCF_000412335.2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,cedecea davisae,26.0,True
2402,RS_GCF_000419525.1,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix,leucothrix mucor,22.5,True
2403,RS_GCF_000421225.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Beutenbergiaceae,Ruania,ruania albidiflava,28.25,True
2404,RS_GCF_000422965.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,Pleomorphomonas,pleomorphomonas oryzae,27.0,True
2405,RS_GCF_000423825.1,Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Thermithiobacillaceae,Thermithiobacillus,thermithiobacillus tepidarius,44.0,True
2406,RS_GCF_000425425.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,flavobacterium daejeonense,32.5,False
2407,RS_GCF_000426525.1,Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,nocardioides alkalitolerans,27.5,False
2408,RS_GCF_000430705.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Arthrobacter_C,arthrobacter_c castelli,29.5,True
2409,RS_GCF_000482785.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Derxia,derxia gummosa,28.6666666666667,True
2410,RS_GCF_000504285.1,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Catenulisporaceae,Actinospica,actinospica robiniae,27.0,True
2411,RS_GCF_000518485.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Olleya,olleya marilimosa,17.0,True
2412,RS_GCF_000614205.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,prevotella saccharolytica,35.0,False
2413,RS_GCF_000691145.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,bacillus altitudinis,32.3125,True
2414,RS_GCF_000701405.1,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,deinococcus marmoris,13.333333333333334,True
2415,RS_GCF_000724485.1,Bacteria,Firmicutes,Bacilli,Bacillales_B,DSM-18226,Bacillus_Z,bacillus_z methanolicus_a,51.111,True
2416,RS_GCF_000725885.1,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,streptomyces albus,28.3548387096774,False
2417,RS_GCF_000731955.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas_C,halomonas_c zincidurans,35.0,True
2418,RS_GCF_000732625.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,nonlabens ulvanivorans,20.0,True
2419,RS_GCF_000737065.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thioclava,thioclava atlantica,32.5,False
2420,RS_GCF_000737765.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,chryseobacterium vrystaatense,23.0,False
2421,RS_GCF_000738675.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,serratia nematodiphila,33.5,False
2422,RS_GCF_000739975.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,lactococcus garvieae,32.95,True
2423,RS_GCF_000744435.1,Bacteria,Campylobacterota,Desulfurellia,Desulfurellales,Hippeaceae,Hippea_A,hippea_a jasoniae,62.5,True
2424,RS_GCF_000745965.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Edaphobacter,edaphobacter aggregans,20.0,True
2425,RS_GCF_000816495.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,acinetobacter harbinensis,20.0,False
2426,RS_GCF_000938265.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Agreia,agreia bicolorata,24.0,True
2427,RS_GCF_001006765.1,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,staphylococcus succinus,31.0,False
2428,RS_GCF_001019615.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Cellulomonadaceae,Cellulosimicrobium,cellulosimicrobium cellulans_e,35.0,False
2429,RS_GCF_001029445.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Photobacterium,photobacterium aquae,32.5,False
2430,RS_GCF_001375595.1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,phenylobacterium immobile,28.6666666666667,True
2431,RS_GCF_001431465.1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,stenotrophomonas terrae,26.0,False
2432,RS_GCF_001556045.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,bradyrhizobium sp001556045,20.0,False
2433,RS_GCF_001591845.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,lactobacillus acidophilus,35.0,False
2434,RS_GCF_001613445.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,nocardia grenadensis,27.5,False
2435,RS_GCF_001613505.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,nocardia mikamii,35.0,False
2436,RS_GCF_001642795.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,pseudomonas_e viridiflava,26.0,False
2437,RS_GCF_001687585.2,Bacteria,Firmicutes,Bacilli,Bacillales_A,Planococcaceae,Planococcus,planococcus halocryophilus,20.0,False
2438,RS_GCF_001758365.1,Bacteria,Firmicutes_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_C,clostridium_c acetireducens,41.0,True
2439,RS_GCF_001761545.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,weissella soli,20.0,True
2440,RS_GCF_001894865.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,rhodococcus maanshanensis,27.5,False
2441,RS_GCF_001953875.1,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,streptomyces amritsarensis,26.0,False
2442,RS_GCF_001981305.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,marinobacter lutaoensis,45.0,True
2443,RS_GCF_002218005.2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,vibrio algivorus,27.5,False
2444,RS_GCF_002224265.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,vibrio vulnificus,27.9165,False
2445,RS_GCF_002240415.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,paenibacillus kribbensis,33.5,False
2446,RS_GCF_002335445.1,Bacteria,Campylobacterota,Campylobacteria,Nautiliales,Nautiliaceae,Lebetimonas,lebetimonas natsushimae,55.0,True
2447,RS_GCF_002343915.1,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,nannocystis exedens,28.045871559633,True
2448,RS_GCF_002374835.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,sphingomonas ginsenosidimutans,23.75,False
2449,RS_GCF_002563895.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,pseudomonas_e lurida,21.0,False
2450,RS_GCF_002834235.1,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,Ruminococcus_E,ruminococcus_e bromii_b,39.0,True
2451,RS_GCF_002849605.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Photobacterium,photobacterium carnosum,12.5,True
2452,RS_GCF_002887595.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Bowmanella,bowmanella denitrificans,32.5,True
2453,RS_GCF_002934445.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,nonlabens xylanidelens,20.0,False
2454,RS_GCF_003003285.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Yoonia,yoonia maritima,29.0,False
2455,RS_GCF_003054325.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,sulfitobacter mediterraneus,24.75,False
2456,RS_GCF_003064105.1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,xanthomonas hortorum,26.5,False
2457,RS_GCF_003076455.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,flavobacterium faecale,16.0,True
2458,RS_GCF_003148475.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudaminobacter,pseudaminobacter salicylatoxidans,29.0,True
2459,RS_GCF_003149185.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Flammeovirgaceae,Sediminitomix,sediminitomix flava,32.5,True
2460,RS_GCF_003182485.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Geodermatophilaceae,Geodermatophilus,geodermatophilus normandii,32.5,False
2461,RS_GCF_003253545.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Mesonia,mesonia algae,22.0,False
2462,RS_GCF_003343245.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Photorhabdus,photorhabdus laumondii,28.8,False
2463,RS_GCF_003350535.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,microvirga subterranea,40.0,True
2464,RS_GCF_003664185.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,tenacibaculum discolor,27.5,False
2465,RS_GCF_003986955.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Aliidiomarina,aliidiomarina sedimenti,34.0,False
2466,RS_GCF_004117075.1,Bacteria,Thermotogota,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacterium,fervidobacterium changbaicum,76.66666666666667,True
2467,RS_GCF_004329815.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,flavobacterium silvisoli,31.5,False
2468,RS_GCF_004364165.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,maribacter spongiicola,27.5,False
2469,RS_GCF_004366795.1,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,alicyclobacillus sacchari,48.75,True
2470,RS_GCF_004917065.1,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geomonas,geomonas ferrireducens,31.5,False
2471,RS_GCF_005484965.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Brenneria,brenneria nigrifluens,26.0,False
2472,RS_GCF_006094395.1,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,staphylococcus haemolyticus,33.8009696969697,False
2473,RS_GCF_006716785.1,Bacteria,Actinobacteriota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Thermopolyspora,thermopolyspora flexuosa,50.0,True
2474,RS_GCF_006861795.1,Bacteria,Firmicutes,Bacilli,Bacillales_A,Planococcaceae,Psychrobacillus,psychrobacillus lasiicapitis,29.0,True
2475,RS_GCF_007827555.1,Bacteria,Firmicutes,Bacilli,Bacillales,Aeribacillaceae,Aeribacillus,aeribacillus composti,60.0,True
2476,RS_GCF_008801695.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,pantoea stewartii,27.0,False
2477,RS_GCF_008801925.2,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,cupriavidus basilensis,28.6666666666667,False
2478,RS_GCF_009429125.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Cellulomonadaceae,Luteimicrobium,luteimicrobium xylanilyticum,27.5,True
2479,RS_GCF_010686655.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorpha,cryomorpha ignava,15.0,True
2480,RS_GCF_010730745.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,mycobacterium heidelbergense,34.0,False
2481,RS_GCF_011440395.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Pseudomaricurvus,pseudomaricurvus alcaniphilus,32.0,True
2482,RS_GCF_012396615.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Rothia,rothia terrae,35.0,False
2483,RS_GCF_014190875.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Paeniglutamicibacter,paeniglutamicibacter cryotolerans,16.0,True
2484,RS_GCF_014192215.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,halomonas cerina,26.0,False
2485,RS_GCF_014196835.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aureimonas,aureimonas pseudogalii,24.0,True
2486,RS_GCF_014199325.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,sphingomonas yantingensis,29.0,False
2487,RS_GCF_014199445.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubricella,rubricella aquisinus,29.0,True
2488,RS_GCF_014635825.1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,mucilaginibacter galii,21.5,False
2489,RS_GCF_014643175.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Hoyosella,hoyosella rhizosphaerae,32.5,True
2490,RS_GCF_014646815.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermatophilaceae,Terrabacter,terrabacter tumescens,28.6666666666667,True
2491,RS_GCF_014652435.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Undibacterium,undibacterium squillarum,27.5,True
2492,RS_GCF_014652635.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,devosia pacifica,27.5,False
2493,RS_GCF_014652875.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Corticibacterium,corticibacterium populi,29.0,True
2494,RS_GCF_015160855.1,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,streptomyces ferrugineus,32.0,False
2495,RS_GCF_016446285.1,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus,desulfobulbus oligotrophicus,35.0,False
2496,RS_GCF_016908855.1,Bacteria,Firmicutes,Bacilli,Bacillales_G,Sporolactobacillaceae,Scopulibacillus,scopulibacillus daqui,50.0,True
2497,RS_GCF_018333235.1,Bacteria,Firmicutes,Bacilli,Bacillales_D,Amphibacillaceae,Ornithinibacillus,ornithinibacillus bavariensis,42.0,True
2498,RS_GCF_018403685.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,K13,Xylanibacillus,xylanibacillus composti,37.5,True
2499,RS_GCF_900099895.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,NBRC-103111,Paenibacillus_G,paenibacillus_g naphthalenovorans,50.0,True
2500,RS_GCF_900100845.1,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Natronincolaceae,Natronincola,natronincola ferrireducens,35.0,True
2501,RS_GCF_900101505.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Mameliella,mameliella alba,25.75,True
2502,RS_GCF_900102055.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,ulvibacter litoralis,22.666666666666668,True
2503,RS_GCF_900103665.1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,pedobacter steynii,26.0,False
2504,RS_GCF_900103915.1,Bacteria,Firmicutes,Bacilli,Bacillales_D,Alkalibacillaceae,Tenuibacillus,tenuibacillus multivorans,38.5,True
2505,RS_GCF_900104445.1,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulforhopalus,desulforhopalus singaporensis,31.0,True
2506,RS_GCF_900105385.1,Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Microlunatus_A,microlunatus_a soli,27.5,True
2507,RS_GCF_900105715.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium_A,microbacterium_a humi,27.5,False
2508,RS_GCF_900106645.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,flavobacterium degerlachei,20.0,False
2509,RS_GCF_900106695.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Albimonas,albimonas donghaensis,30.33333333333333,True
2510,RS_GCF_900109545.1,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Stigmatella,stigmatella aurantiaca,28.3333333333333,False
2511,RS_GCF_900110775.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Litorimicrobium,litorimicrobium taeanense,27.5,True
2512,RS_GCF_900112585.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Kushneria,kushneria avicenniae,32.5,True
2513,RS_GCF_900116255.1,Bacteria,Firmicutes,Bacilli,Bacillales_D,Amphibacillaceae,Halolactibacillus,halolactibacillus miurensis,38.5,False
2514,RS_GCF_900128995.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella,loktanella atrilutea,27.5,False
2515,RS_GCF_900129575.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,flavobacterium segetis,15.300000000000002,True
2516,RS_GCF_900129705.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,flavobacterium granuli,27.83333333333333,False
2517,RS_GCF_900130065.1,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Sporobacter,sporobacter termitidis,34.25,True
2518,RS_GCF_900142205.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,reichenbachiella agariperforans,26.5,True
2519,RS_GCF_900142755.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,halomonas cupida,26.0,False
2520,RS_GCF_900177295.1,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,DSM-21159,Tistlia,tistlia consotensis,29.5,True
2521,RS_GCF_900198195.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,tenacibaculum jejuense,27.5,False
2522,RS_GCF_900215655.1,Bacteria,Aquificota,Aquificae,Aquificales,Aquificaceae,Hydrogenobacter,hydrogenobacter hydrogenophilus,73.5,True
2523,RS_GCF_900456975.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,shewanella baltica,16.63333333333335,True
2524,RS_GCF_900460065.1,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,streptomyces griseus,28.0526315789474,False
2525,RS_GCF_900637655.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,prevotella oris,34.75,False
2526,RS_GCF_902829295.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,Vogesella,vogesella oryzae,29.0,True
2527,GB_GCA_000526435.1,Bacteria,Firmicutes_A,Clostridia,Caldicoprobacterales,Caldicoprobacteraceae,Caldicoprobacter,caldicoprobacter oshimai,70.0,True
2528,GB_GCA_000565345.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Salinivibrio,salinivibrio costicola,30.6666666666667,False
2529,GB_GCA_001610955.1,Bacteria,Firmicutes,Bacilli,Bacillales,Anoxybacillaceae,Geobacillus,geobacillus thermoleovorans,60.4047619047619,True
2530,GB_GCA_900478025.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,streptococcus pasteurianus,37.667,False
